"country","date","pH","Alkalinity","Iron","Calcium","Magnesium","Chloride"
"Australia","Jan 2020",7.78720930232558,150.488372093023,0.02538125,34.9686046511628,18.9650602409639,139.120481927711
"Australia","Feb 2020",7.79186046511628,150.290697674419,0.02459625,34.9813953488372,18.9201204819277,138.590361445783
"Australia","March 2020",7.79883720930233,145.837209302326,0.0225666666666667,34.55,18.3995180722892,135.89156626506
"Australia","April 2020",7.78705882352941,147.211764705882,0.021735,34.8635294117647,18.5807317073171,137.024390243902
"Australia","May 2020",7.79176470588235,147.435294117647,0.022335,34.9341176470588,18.6101219512195,136.780487804878
