@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-1959931-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011553,AN-011553,"BP CONNECT, BRACKLEY, NORTHAMPTONSHIRE",2020-02-27T12:45:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",22,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),459250,238550
http://environment.data.gov.uk/water-quality/data/measurement/AN-1959931-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011553,AN-011553,"BP CONNECT, BRACKLEY, NORTHAMPTONSHIRE",2020-02-27T12:45:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),459250,238550
http://environment.data.gov.uk/water-quality/data/measurement/AN-1959931-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011553,AN-011553,"BP CONNECT, BRACKLEY, NORTHAMPTONSHIRE",2020-02-27T12:45:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),459250,238550
http://environment.data.gov.uk/water-quality/data/measurement/AN-1959931-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011553,AN-011553,"BP CONNECT, BRACKLEY, NORTHAMPTONSHIRE",2020-02-27T12:45:00,BOD ATU,BOD : 5 Day ATU,0085,<,4,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),459250,238550
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955289-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011624,AN-011624,APOLLO OFFICE UNITS RADCLIVE RD GAWCOTT,2020-01-16T09:15:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),467993,232851
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955289-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011624,AN-011624,APOLLO OFFICE UNITS RADCLIVE RD GAWCOTT,2020-01-16T09:15:00,BOD ATU,BOD : 5 Day ATU,0085,<,3,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),467993,232851
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955289-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011624,AN-011624,APOLLO OFFICE UNITS RADCLIVE RD GAWCOTT,2020-01-16T09:15:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,<,3,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),467993,232851
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955289-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011624,AN-011624,APOLLO OFFICE UNITS RADCLIVE RD GAWCOTT,2020-01-16T09:15:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),467993,232851
http://environment.data.gov.uk/water-quality/data/measurement/AN-1960866-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-011638,AN-011638,"AKELEY WOOD SENIOR SCHOOL, AKELEY WOOD",2020-03-12T12:47:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),468847,237506
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955346-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2020-01-17T09:02:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",72,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),475760,228480
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955346-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2020-01-17T09:02:00,BOD ATU,BOD : 5 Day ATU,0085,"",36,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),475760,228480
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955346-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2020-01-17T09:02:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",29,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),475760,228480
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955346-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2020-01-17T09:02:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),475760,228480
http://environment.data.gov.uk/water-quality/data/measurement/AN-1961217-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021537,AN-021537,BAYNARDS GREEN SERVICE STN. BICESTER,2020-03-18T13:29:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),454900,229190
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958080-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02713,AN-02713,LT.HORWOOD MANOR MANAGEMENT LTD,2020-02-17T11:22:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),479200,231800
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955608-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-041675,AN-041675,THE NAVIGATION COSGROVE,2020-01-21T12:28:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),478766,243597
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958421-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-05268A,AN-05268A,UNICORN CONSULTANCY HANSLOPE PARK,2020-02-21T12:08:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),481400,245600
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955153-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061062,AN-061062,ASCOTT HOUSE WING,2020-01-15T09:37:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",23,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),489720,222060
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955153-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061062,AN-061062,ASCOTT HOUSE WING,2020-01-15T09:37:00,BOD ATU,BOD : 5 Day ATU,0085,"",3,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),489720,222060
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958402-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061065,AN-061065,TILSWORTH GOLF CENTRE DUNSTABLE ROAD,2020-02-21T13:20:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),498630,224820
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955180-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061492,AN-061492,AYLESBURY VALE GOLF CLUB WING,2020-01-15T09:13:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",11,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),486220,224770
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955180-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061492,AN-061492,AYLESBURY VALE GOLF CLUB WING,2020-01-15T09:13:00,BOD ATU,BOD : 5 Day ATU,0085,"",5.2,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),486220,224770
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955180-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061492,AN-061492,AYLESBURY VALE GOLF CLUB WING,2020-01-15T09:13:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",7.6,"",mg/l,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),486220,224770
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955180-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061492,AN-061492,AYLESBURY VALE GOLF CLUB WING,2020-01-15T09:13:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),486220,224770
http://environment.data.gov.uk/water-quality/data/measurement/AN-1957223-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061542,AN-061542,"MEAD OPEN FARM, BILLINGTON RD,STANBRIDGE",2020-02-07T10:53:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY SEWAGE,true,COMPLIANCE AUDIT (PERMIT),495190,222760
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955586-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061654,AN-061654,ROCKLAND FARM LISCOMBE PARK-LEFT DISCHRG,2020-01-21T11:36:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488839,224946
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955217-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-061687,AN-061687,UNITS 1 & 2 GROVE FARM IVINGHOE ASTON,2020-01-15T11:04:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,FINAL SEWAGE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),494429,218160
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0105,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Mercury - Hg,Mercury,0105,<,0.01,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Zinc - as Zn,Zinc,6455,<,5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",24,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0108,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Cadmium - Cd,Cadmium,0108,<,0.1,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0183,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Sulphate SO4,Sulphate as SO4,0183,"",70,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Chloride Ion,Chloride,0172,"",58,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Copper - Cu,Copper,6452,"",2.2,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,BOD ATU,BOD : 5 Day ATU,0085,<,1,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-3164,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Chromium -Cr,Chromium,3164,"",0.96,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,<,3,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",7.5,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-6462,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Nickel - Ni,Nickel,6462,"",2.4,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955190-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-01-15T11:55:00,Iron - as Fe,Iron,6051,"",240,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Copper - Cu,Copper,6452,<,1,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0105,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Mercury - Hg,Mercury,0105,<,0.01,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Zinc - as Zn,Zinc,6455,<,5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,<,10,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0108,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Cadmium - Cd,Cadmium,0108,<,0.1,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0183,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Sulphate SO4,Sulphate as SO4,0183,"",33,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Iron - as Fe,Iron,6051,"",51,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",1.2,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-3164,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Chromium -Cr,Chromium,3164,<,0.5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-6462,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Nickel - Ni,Nickel,6462,"",2.5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",11,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,Chloride Ion,Chloride,0172,"",47,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,BOD ATU,BOD : 5 Day ATU,0085,<,1,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958382-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063586,AN-063586,BLUEWATER LANDFILL HOUGHTON REGIS,2020-02-21T09:38:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",9.5,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),500830,224390
http://environment.data.gov.uk/water-quality/data/measurement/AN-1957224-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063641,AN-063641,GROVEBURY SAND QUARRY,2020-02-07T10:43:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),492200,222590
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955587-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063685,AN-063685,LISCOMBE PARK HEALTH CLUB -RIGHT DISCHG.,2020-01-21T11:39:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",9.4,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488845,224952
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955587-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063685,AN-063685,LISCOMBE PARK HEALTH CLUB -RIGHT DISCHG.,2020-01-21T11:39:00,BOD ATU,BOD : 5 Day ATU,0085,<,3,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488845,224952
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955587-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063685,AN-063685,LISCOMBE PARK HEALTH CLUB -RIGHT DISCHG.,2020-01-21T11:39:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488845,224952
http://environment.data.gov.uk/water-quality/data/measurement/AN-1955587-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-063685,AN-063685,LISCOMBE PARK HEALTH CLUB -RIGHT DISCHG.,2020-01-21T11:39:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",6.1,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488845,224952
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958985-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-07129,AN-07129,SANDHOUSE BACKWASH,2020-01-13T10:41:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY TRADE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,493800,229700
http://environment.data.gov.uk/water-quality/data/measurement/AN-1962579-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-07129,AN-07129,SANDHOUSE BACKWASH,2020-03-25T07:06:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY TRADE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,493800,229700
http://environment.data.gov.uk/water-quality/data/measurement/AN-1965391-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-07129,AN-07129,SANDHOUSE BACKWASH,2020-05-21T09:41:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY TRADE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,493800,229700
http://environment.data.gov.uk/water-quality/data/measurement/AN-1967999-7668,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-07129,AN-07129,SANDHOUSE BACKWASH,2020-07-13T09:07:00,NO FLOW/SAMP,No flow /No sample,7668,"",0,"",coded,ANY TRADE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,493800,229700
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958406-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-08235A,AN-08235A,ORCHARD MILL TROUT FARM FINAL EFFLUENT,2020-02-21T11:16:00,Temp Water,Temperature of Water,0076,"",6,"",cel,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488500,230900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958406-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-08235A,AN-08235A,ORCHARD MILL TROUT FARM FINAL EFFLUENT,2020-02-21T11:16:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488500,230900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958406-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-08235A,AN-08235A,ORCHARD MILL TROUT FARM FINAL EFFLUENT,2020-02-21T11:16:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",96.5,"",%,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488500,230900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958406-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-08235A,AN-08235A,ORCHARD MILL TROUT FARM FINAL EFFLUENT,2020-02-21T11:16:00,BOD ATU,BOD : 5 Day ATU,0085,<,3,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488500,230900
http://environment.data.gov.uk/water-quality/data/measurement/AN-1958406-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-08235A,AN-08235A,ORCHARD MILL TROUT FARM FINAL EFFLUENT,2020-02-21T11:16:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",17,"",mg/l,ANY TRADE EFFLUENT,true,COMPLIANCE AUDIT (PERMIT),488500,230900
